dim_error_um,surface_ra_um,hardness_hv,roundness_um,threadfit_score,weight_g,machine_age_yrs,supplier,reject_recorded,reject
11.38,2.7,205.0,10.36,0.668,243.5,1.7,A,1,1
3.69,1.72,241.0,6.36,-1.964,245.2,2.2,A,0,0
11.22,2.43,233.0,7.17,-0.013,247.2,4.3,B,0,0
9.55,2.32,214.0,5.64,0.28,243.5,0.6,A,0,0
10.86,2.21,232.0,5.83,-0.508,243.1,2.2,B,0,0
5.13,3.1,194.0,3.07,-0.908,245.2,2.2,A,0,0
10.65,3.24,226.0,5.28,-0.894,249.1,5.9,A,0,0
8.18,3.44,192.0,2.54,0.631,248.2,8.3,C,0,0
2.81,3.26,220.0,3.94,-0.092,254.9,4.2,A,0,0
8.1,2.81,223.0,4.92,-0.894,256.0,9.2,C,0,0
12.85,2.44,247.0,8.31,-0.181,249.2,2.7,A,1,1
13.8,2.03,217.0,3.94,-1.348,250.8,6.7,B,0,0
9.39,3.3,198.0,6.11,2.342,239.7,6.3,B,1,1
7.89,4.0,206.0,8.45,-1.412,246.6,4.8,B,1,1
1.42,2.55,209.0,6.28,-0.024,247.0,6.7,C,0,0
6.33,2.02,182.0,3.38,0.023,240.1,0.5,A,0,0
8.52,2.24,237.0,4.41,0.324,249.7,1.0,A,0,0
7.97,3.2,250.0,8.59,-0.724,249.9,3.8,A,1,1
5.59,3.11,224.0,6.05,-0.58,260.3,8.0,C,1,0
5.28,2.64,197.0,2.77,-0.852,251.4,2.9,A,0,0
13.25,2.75,225.0,6.05,-0.583,242.9,3.9,A,1,1
14.14,3.66,212.0,6.18,0.993,250.1,8.9,C,1,0
8.27,2.76,249.0,4.49,-0.038,243.3,6.1,B,1,1
4.53,4.17,239.0,5.42,0.287,251.9,10.2,C,1,0
9.86,1.82,208.0,5.31,0.618,247.0,3.4,B,0,0
7.58,2.88,205.0,5.34,0.824,245.8,9.1,C,0,0
4.18,2.93,210.0,4.9,-0.646,251.0,5.0,B,0,0
6.7,1.55,216.0,5.54,0.586,244.6,0.9,A,0,0
11.59,3.77,222.0,5.35,-0.226,252.6,11.3,C,1,0
14.53,1.7,234.0,5.03,0.233,236.4,1.2,B,1,1
9.41,2.18,223.0,4.42,0.237,252.8,4.2,B,0,0
8.31,2.8,192.0,9.39,-0.127,252.1,7.0,C,1,1
6.17,2.84,215.0,5.67,0.56,242.0,3.3,B,0,0
6.51,1.57,212.0,6.58,1.73,250.5,4.8,B,0,0
3.92,2.54,231.0,4.69,1.931,257.8,4.4,B,0,0
2.15,2.43,257.0,5.5,0.583,262.1,5.5,B,0,0
3.16,2.3,217.0,3.91,-0.093,243.7,9.3,C,0,0
1.21,4.72,226.0,7.17,-1.484,254.6,9.7,C,0,0
8.07,2.98,201.0,5.62,0.623,242.3,4.7,B,0,0
7.23,3.36,228.0,2.43,1.17,245.4,8.0,C,0,0
7.51,2.07,206.0,5.43,-0.719,247.6,3.9,A,0,0
10.87,1.75,235.0,8.35,0.254,238.6,3.3,A,0,0
11.2,1.83,222.0,5.24,1.319,242.9,4.2,B,0,0
12.09,2.2,184.0,5.44,-0.607,242.6,3.2,A,1,1
8.24,2.49,235.0,5.81,1.514,257.0,4.5,B,0,0
9.61,2.32,220.0,7.82,-0.743,256.6,3.8,B,0,0
8.26,2.26,209.0,6.89,0.137,245.5,1.9,B,0,0
10.73,2.56,241.0,5.27,-0.486,263.3,4.8,A,0,0
13.35,3.07,227.0,6.82,-1.894,251.1,4.3,B,1,1
7.58,3.16,213.0,4.99,-0.227,248.3,7.0,B,0,0
4.01,2.87,209.0,7.76,0.548,258.8,9.3,C,0,0
7.06,2.04,187.0,3.51,-0.934,243.1,1.9,A,0,0
11.93,2.36,189.0,2.9,0.841,253.6,6.5,C,1,1
9.14,4.43,200.0,4.87,0.734,256.0,11.0,C,0,0
9.79,2.87,216.0,7.62,1.652,243.0,6.3,C,1,1
8.84,1.75,240.0,10.84,-0.216,246.5,3.3,A,1,1
11.11,2.62,222.0,6.83,-0.165,251.2,7.4,C,0,0
10.28,2.72,192.0,7.47,-0.137,250.8,6.1,B,1,1
12.41,3.3,208.0,3.33,0.246,253.4,6.1,B,0,0
9.56,2.99,242.0,6.29,0.908,251.6,3.2,A,0,0
10.09,2.83,208.0,5.59,-1.875,256.0,4.1,A,0,0
7.78,3.35,202.0,4.85,0.298,247.8,9.7,C,1,0
7.41,2.86,205.0,3.65,-0.105,242.5,4.4,B,0,0
2.27,1.81,207.0,7.84,0.654,252.4,1.1,A,0,0
6.75,2.9,217.0,6.83,-1.008,243.2,4.0,A,0,0
10.13,2.33,204.0,7.57,-0.158,249.0,3.0,A,0,0
11.82,3.17,249.0,5.8,-1.437,239.3,8.5,C,1,1
8.11,4.68,208.0,3.62,-0.033,238.8,12.9,C,0,0
11.84,3.75,211.0,1.27,0.773,243.3,9.5,C,1,1
9.41,2.38,240.0,5.45,0.124,248.9,2.6,A,0,0
7.89,2.79,237.0,4.6,0.565,253.4,6.2,B,0,0
12.14,2.38,227.0,7.69,-0.728,251.6,0.5,A,1,1
13.49,2.88,215.0,7.55,-0.564,254.3,3.4,B,1,1
10.01,2.15,240.0,5.87,-1.093,254.3,5.6,A,0,0
11.72,1.46,239.0,9.6,1.76,255.3,1.3,A,1,1
7.88,2.48,247.0,2.63,-1.145,251.7,4.3,A,0,0
10.63,2.34,201.0,7.18,-0.456,248.5,4.2,B,0,0
8.52,2.97,202.0,7.9,0.654,254.0,7.9,C,0,0
2.65,2.75,209.0,4.3,1.515,247.8,3.4,B,0,0
11.31,4.03,230.0,7.81,-0.211,249.3,7.5,C,1,0
5.96,2.34,239.0,6.98,-0.036,237.0,5.7,B,0,0
5.91,1.72,220.0,6.35,0.352,244.3,5.0,B,0,0
9.89,3.4,195.0,6.17,1.186,255.3,7.0,B,0,0
13.44,1.94,207.0,5.95,-0.129,257.1,2.2,A,0,0
6.28,2.28,231.0,5.28,-0.656,252.5,3.4,B,0,0
9.84,4.17,200.0,6.06,-2.478,248.1,9.4,C,1,1
5.49,3.02,224.0,8.83,0.219,250.3,5.6,B,0,0
2.09,2.26,183.0,8.6,0.403,246.1,1.4,A,0,0
9.2,3.78,243.0,6.32,-1.973,252.2,10.1,C,1,1
6.66,3.51,238.0,7.89,-0.239,253.9,5.7,A,0,0
1.55,1.9,220.0,6.51,0.323,241.2,0.9,A,0,0
12.88,2.55,229.0,7.93,-0.839,257.7,4.1,B,0,0
5.75,2.28,204.0,5.16,-0.956,248.7,2.8,A,0,0
7.64,2.12,235.0,7.19,2.171,255.3,0.8,A,0,0
1.49,2.17,227.0,6.56,-0.559,241.8,1.0,A,0,0
4.98,2.54,205.0,3.57,-1.363,254.8,4.2,A,0,0
10.79,3.39,247.0,7.28,1.581,244.2,6.6,B,1,1
6.98,2.03,193.0,4.72,1.216,247.7,3.7,A,0,0
7.43,3.54,203.0,7.59,0.377,251.1,7.7,C,0,0
9.5,2.48,208.0,10.18,-0.505,248.0,3.3,A,1,1
5.67,1.92,216.0,1.48,0.754,253.3,1.4,A,0,0
13.74,2.44,193.0,6.34,-0.11,252.8,0.7,A,1,1
9.51,2.95,221.0,5.1,1.358,248.2,6.4,B,0,0
5.49,2.37,227.0,7.16,-0.777,241.4,5.7,B,0,0
4.87,1.72,233.0,8.4,-0.721,244.8,1.9,A,0,0
8.67,2.84,229.0,9.48,0.538,247.2,8.7,C,1,1
6.01,1.98,192.0,6.8,0.825,248.0,4.3,A,0,0
10.08,2.54,190.0,7.65,0.726,251.4,5.7,B,1,1
8.07,2.1,221.0,5.25,1.035,258.8,5.2,B,0,0
4.08,2.52,203.0,7.37,-1.005,249.9,3.3,A,0,0
5.41,2.76,229.0,4.93,1.68,243.7,8.1,C,0,0
5.72,2.89,195.0,3.79,-0.01,250.6,4.2,B,0,0
6.73,2.82,223.0,9.35,-1.467,241.0,4.4,B,1,1
9.69,1.92,211.0,3.17,0.236,255.1,4.9,B,0,0
4.2,3.75,209.0,5.88,1.297,249.1,7.0,B,0,0
4.07,2.49,230.0,6.93,1.277,249.0,4.6,A,0,0
8.89,1.7,217.0,6.01,-1.357,247.8,1.3,A,0,0
7.19,3.01,226.0,7.15,1.098,241.4,5.8,B,0,0
5.72,3.57,223.0,2.61,-1.042,247.3,5.8,A,0,0
8.14,2.48,205.0,9.14,-0.049,253.7,5.2,B,1,1
11.54,3.64,226.0,8.27,-1.186,251.8,10.6,C,1,1
8.79,3.18,221.0,4.43,1.173,254.8,4.5,A,0,0
8.43,2.51,192.0,6.92,-1.202,258.6,4.6,A,1,1
9.23,3.33,209.0,4.04,1.439,247.2,5.9,B,0,0
7.72,2.91,221.0,5.31,-1.419,251.6,6.5,B,0,0
13.37,3.68,217.0,4.46,-0.5,252.6,7.6,B,0,0
2.1,1.45,211.0,8.09,-0.428,257.6,2.3,A,0,0
6.36,1.78,176.0,4.84,1.508,249.7,3.5,A,0,0
7.88,2.97,211.0,10.5,1.348,245.6,6.2,B,1,1
5.22,2.32,201.0,3.59,-0.042,254.1,2.7,A,0,0
3.91,3.24,235.0,4.15,0.89,243.5,3.4,B,0,0
9.68,1.82,238.0,7.12,1.237,248.9,2.0,B,0,0
11.23,2.53,249.0,3.57,-0.476,256.6,4.6,A,0,0
9.76,2.5,236.0,6.79,0.874,241.2,4.7,B,1,1
7.83,1.99,224.0,8.86,0.478,244.1,5.7,B,0,0
3.58,3.01,206.0,6.64,0.896,241.8,4.1,B,0,0
5.7,4.08,197.0,4.58,0.93,257.4,11.1,C,1,0
3.41,4.41,164.0,7.31,-0.266,254.1,10.1,C,0,0
12.12,3.69,183.0,3.55,-0.482,247.6,8.6,C,0,0
12.28,3.97,204.0,6.59,-0.116,243.6,8.6,C,1,1
4.59,2.24,231.0,2.26,-0.253,251.9,7.7,B,0,0
7.02,1.9,224.0,4.37,-0.766,263.0,2.5,A,0,0
8.24,1.74,243.0,3.95,0.008,249.5,2.0,A,0,0
9.15,1.95,222.0,10.59,-0.901,246.5,1.8,A,1,1
4.41,3.29,239.0,5.78,0.239,251.0,4.5,A,0,0
9.24,3.45,253.0,7.36,-0.134,254.2,3.9,B,1,1
11.28,2.99,255.0,10.78,-1.435,258.3,4.4,B,1,1
10.01,3.6,209.0,6.23,-0.231,251.4,9.7,C,0,0
10.64,2.4,221.0,5.69,-0.045,257.9,5.8,B,0,0
7.81,3.58,215.0,7.08,0.133,251.7,5.9,B,0,0
9.34,3.1,212.0,7.7,-2.467,250.6,8.8,C,1,1
10.06,4.24,226.0,2.46,0.745,245.9,9.1,C,0,0
3.28,2.39,221.0,7.3,-0.65,253.0,5.3,B,0,0
5.59,2.02,195.0,9.07,0.308,252.7,2.2,A,0,0
11.06,2.85,228.0,7.43,-0.061,252.9,2.1,B,0,0
7.69,0.64,247.0,3.97,-0.266,251.6,1.8,A,0,0
0.53,3.78,234.0,8.9,-0.363,254.2,9.5,C,1,0
9.6,2.71,221.0,3.68,0.69,253.1,2.5,B,0,0
10.33,2.73,188.0,7.36,-1.002,253.5,7.7,C,0,0
11.16,3.0,208.0,9.61,1.137,254.4,5.7,B,1,1
7.59,1.75,189.0,1.78,0.489,248.7,2.9,A,0,0
11.71,3.07,204.0,8.26,0.061,257.8,6.0,B,1,1
6.79,2.25,220.0,3.77,0.045,252.3,4.0,A,0,0
0.0,2.56,226.0,8.34,0.286,245.0,3.3,A,0,0
10.53,2.31,216.0,7.22,1.752,257.2,4.0,A,1,1
5.98,1.1,214.0,6.18,-0.956,248.4,1.9,A,0,0
8.04,2.62,222.0,6.11,0.306,244.7,5.2,B,0,0
12.19,2.35,187.0,3.83,1.424,244.5,2.2,A,1,1
6.95,2.82,211.0,7.79,-0.577,246.0,4.7,B,0,0
10.18,1.76,209.0,8.53,0.52,250.6,2.8,A,1,1
8.1,2.43,217.0,7.02,1.067,245.8,3.3,B,0,0
4.91,3.13,210.0,9.03,-0.725,252.1,5.5,B,0,0
8.51,3.3,199.0,5.98,-0.584,247.3,6.1,B,0,0
8.31,2.95,202.0,5.85,-0.707,249.6,3.1,A,0,0
12.41,3.52,212.0,6.37,1.035,240.5,7.4,C,0,0
8.38,3.4,256.0,2.49,0.767,248.8,8.5,C,0,0
10.85,3.39,223.0,4.86,1.693,248.8,3.5,B,0,0
9.55,2.65,244.0,5.49,0.038,246.4,5.2,B,0,0
6.68,1.86,198.0,5.72,-2.609,240.5,2.7,A,1,1
