machine_type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,failure
L,296.01,307.03,1662.0,47.91,77.8,1
L,295.16,305.13,1449.0,26.1,126.2,0
H,296.86,307.78,1571.0,41.93,101.0,0
L,297.85,307.85,1739.0,52.76,173.3,0
L,299.29,309.78,1343.0,38.08,94.9,0
L,297.17,307.18,1193.0,40.11,119.3,0
L,299.41,310.21,1312.0,29.55,64.8,0
L,297.99,308.85,1312.0,46.3,209.4,0
L,294.33,305.71,1323.0,32.5,45.9,0
M,297.42,307.41,1233.0,59.09,12.1,1
M,299.29,308.08,1462.0,42.39,236.8,0
H,297.42,307.4,1500.0,33.68,46.8,0
H,297.92,309.25,1424.0,50.81,101.8,0
L,297.42,309.01,1455.0,40.98,62.7,0
M,297.47,309.29,1331.0,31.24,238.2,1
L,293.51,305.51,1502.0,46.58,10.3,1
L,293.38,303.23,1671.0,57.6,112.2,1
L,296.0,307.01,1298.0,41.95,221.2,0
M,298.53,306.91,1693.0,33.58,50.2,1
M,297.49,306.44,1705.0,32.25,45.2,0
L,300.55,310.8,1544.0,48.33,131.2,0
L,294.47,304.06,1380.0,52.99,26.5,0
L,296.33,307.08,1358.0,55.17,133.9,1
L,299.98,309.47,1484.0,40.76,148.9,1
L,295.4,306.57,1279.0,39.07,231.4,0
L,294.32,304.29,1575.0,42.56,185.5,1
L,298.02,306.56,1518.0,9.68,218.0,1
L,295.14,305.18,1183.0,51.26,21.9,1
L,298.24,306.54,1856.0,55.37,10.2,1
M,296.09,306.51,1450.0,23.88,121.1,0
L,298.86,308.31,1444.0,28.62,91.9,0
L,297.29,306.31,1811.0,47.74,225.4,1
L,294.3,304.28,1310.0,48.37,227.7,1
L,299.1,308.89,1312.0,64.53,241.1,1
L,296.93,307.63,1463.0,36.94,88.0,0
L,301.48,311.32,1559.0,45.69,219.4,1
L,294.93,304.49,1282.0,31.19,156.7,1
L,296.04,305.22,1511.0,36.75,143.7,1
L,300.09,308.97,1645.0,37.78,42.3,1
L,299.66,309.21,1790.0,33.89,80.7,0
M,294.96,304.48,1363.0,33.22,17.4,0
H,295.6,305.85,1438.0,44.42,203.3,0
M,298.91,308.51,1571.0,52.05,76.4,0
H,299.93,308.8,1791.0,26.35,5.6,0
H,295.84,306.69,1337.0,42.4,104.0,0
M,300.76,311.05,1468.0,27.85,197.1,0
L,297.79,306.14,1484.0,58.47,246.7,1
M,298.85,309.42,1638.0,47.05,11.0,0
L,297.19,306.02,1518.0,47.88,138.8,0
L,298.52,308.89,1432.0,48.21,41.6,0
M,301.41,313.83,1453.0,43.25,131.9,0
L,297.47,307.57,1550.0,54.43,54.7,1
L,296.56,306.42,1469.0,55.4,147.6,1
L,300.39,310.73,1597.0,39.89,82.3,1
H,295.26,304.71,1235.0,45.53,207.8,0
L,298.43,308.14,1161.0,50.74,187.6,1
H,300.06,308.91,1260.0,34.44,23.6,1
L,298.04,308.91,1730.0,33.06,18.7,0
H,296.41,306.22,1466.0,43.12,104.4,0
H,296.74,307.45,1344.0,37.02,175.7,0
M,298.41,309.75,1485.0,26.65,227.6,0
H,296.11,304.84,1684.0,51.27,202.3,1
L,294.45,304.55,1557.0,56.05,170.2,1
L,295.37,304.17,1505.0,28.65,39.8,1
L,299.02,309.14,1431.0,36.42,117.0,0
L,302.82,312.53,1573.0,23.33,93.6,0
M,293.94,303.07,1622.0,48.07,43.1,0
M,298.47,307.92,1190.0,47.72,118.0,1
M,298.13,308.39,1345.0,42.26,70.7,0
M,299.58,309.46,1604.0,42.8,207.9,0
L,301.53,313.15,1862.0,45.23,205.3,0
M,296.02,307.22,1232.0,26.74,106.7,0
M,299.8,308.18,1786.0,56.75,41.8,1
H,297.61,308.14,1472.0,36.33,86.9,0
L,297.78,307.95,1094.0,46.22,202.4,1
L,298.87,308.79,1472.0,42.41,138.9,0
L,297.63,308.46,1816.0,39.38,152.5,0
L,294.72,303.79,1485.0,35.8,149.0,0
L,302.86,313.67,1371.0,25.09,14.7,0
M,299.55,310.13,1445.0,58.0,69.1,0
L,299.54,309.38,1532.0,43.38,158.0,0
M,296.78,306.99,1419.0,51.66,237.1,0
L,300.35,309.58,1433.0,42.32,98.6,0
L,296.95,306.13,1513.0,34.0,143.7,1
L,299.63,309.09,1671.0,38.61,215.7,0
M,296.89,306.06,1733.0,39.24,7.9,1
L,295.87,307.16,1363.0,46.71,24.4,0
M,299.23,310.19,1716.0,40.42,101.3,1
L,297.97,309.1,1273.0,35.14,56.1,0
L,295.03,304.32,1485.0,40.22,215.6,0
M,296.51,306.15,1664.0,27.27,196.1,1
H,297.48,307.35,1350.0,48.81,136.9,1
H,299.19,309.2,1612.0,28.72,37.7,0
L,299.03,308.46,1581.0,47.11,26.6,1
M,299.88,309.66,1500.0,41.98,92.1,0
L,298.16,307.94,1537.0,30.75,128.7,0
L,299.16,309.69,1442.0,29.48,82.9,0
L,297.1,307.01,1535.0,37.84,205.7,1
L,299.03,309.73,1253.0,37.55,213.3,0
L,298.7,308.12,1515.0,70.17,44.8,1
L,294.49,304.23,1308.0,25.12,217.8,1
L,299.62,310.3,1646.0,27.12,116.3,1
L,294.79,302.36,1530.0,30.99,14.2,0
M,299.24,310.84,1460.0,31.4,63.0,0
M,300.38,310.82,1843.0,59.58,150.9,1
H,297.97,307.72,1472.0,42.96,87.2,0
M,296.11,304.72,1682.0,31.25,212.9,1
H,300.19,308.21,1289.0,31.4,105.2,1
M,298.54,307.26,1346.0,43.2,136.9,0
L,299.88,309.9,1753.0,33.79,39.8,0
L,298.41,310.16,1466.0,29.76,97.0,0
M,300.27,310.07,1526.0,38.12,47.8,0
L,300.89,310.54,1722.0,53.76,66.2,0
H,300.52,310.64,1780.0,38.7,175.9,0
L,295.32,304.89,1540.0,33.58,189.4,0
H,295.68,303.84,1356.0,48.17,132.8,0
L,294.83,303.84,1436.0,30.18,8.0,1
H,297.18,306.67,1746.0,32.23,82.5,0
H,297.6,308.95,1458.0,38.52,160.5,1
M,299.19,309.04,1356.0,36.24,94.4,0
M,298.31,308.83,1679.0,38.59,92.6,0
H,300.1,309.81,1530.0,52.29,45.3,0
H,300.71,309.89,1679.0,30.57,142.1,0
L,303.59,314.58,1429.0,43.92,203.3,0
L,296.85,307.44,1575.0,44.87,187.6,1
L,297.91,305.83,1537.0,31.21,120.5,1
L,298.33,308.32,1482.0,25.45,206.6,0
L,298.76,308.48,1298.0,23.72,46.7,0
L,296.02,305.82,1597.0,38.16,32.3,1
L,295.43,305.11,1385.0,50.49,126.2,0
L,299.16,309.61,1393.0,56.09,34.7,0
M,300.88,308.76,1277.0,40.32,184.8,0
M,299.32,308.38,1363.0,21.69,52.3,0
M,296.15,306.29,1397.0,53.63,33.5,0
L,297.47,307.03,1726.0,41.07,53.9,0
L,297.76,308.42,1345.0,52.98,105.0,0
L,299.05,307.35,1459.0,27.8,101.1,0
L,295.58,308.0,1165.0,33.83,76.7,1
H,299.7,309.82,1712.0,44.06,59.0,0
H,299.85,310.28,1519.0,39.11,19.5,0
M,295.2,306.02,1440.0,35.37,43.2,0
L,298.93,308.98,1434.0,45.83,9.7,0
M,296.11,306.5,1495.0,45.22,14.3,0
L,294.8,305.5,1326.0,49.17,108.5,0
L,294.82,303.89,1324.0,28.28,75.9,0
H,300.65,309.91,1645.0,39.07,230.4,0
L,298.73,307.9,1442.0,51.47,197.3,0
L,296.8,305.39,1496.0,35.81,26.1,0
L,298.14,308.76,1515.0,35.76,228.1,1
L,296.09,306.25,1230.0,37.93,193.5,0
M,296.3,305.82,1329.0,50.84,192.8,0
M,297.53,309.13,1677.0,34.94,34.5,0
H,298.23,308.26,1803.0,39.02,225.2,0
L,294.23,304.32,1286.0,49.09,38.0,0
L,301.23,311.6,1294.0,28.88,20.8,1
H,295.7,304.09,1471.0,39.9,186.0,0
M,300.06,310.99,1286.0,45.79,133.7,0
M,298.15,307.73,1512.0,44.73,126.5,1
L,297.2,308.42,1263.0,52.58,203.0,1
H,295.28,305.45,1366.0,31.78,66.1,0
H,300.06,310.48,1260.0,43.53,22.5,1
M,297.69,306.14,1604.0,19.23,99.9,0
L,300.48,311.32,1377.0,56.93,103.1,1
L,297.56,306.03,1409.0,47.34,30.8,0
L,296.8,303.98,1542.0,34.21,21.1,0
M,301.79,312.66,1500.0,26.66,42.7,0
L,297.07,308.28,1404.0,30.27,72.4,1
L,298.07,308.24,1657.0,28.72,143.7,0
M,298.69,307.94,1613.0,40.15,56.5,0
L,299.68,307.68,1650.0,63.53,225.2,1
L,295.47,305.66,1724.0,32.89,22.5,0
L,297.03,306.79,1602.0,42.62,74.0,0
L,298.09,309.09,1631.0,35.21,147.4,0
H,301.77,311.18,1676.0,45.49,148.6,0
M,297.48,308.55,1536.0,48.06,200.2,0
L,299.25,309.67,1425.0,24.15,158.3,1
M,299.03,308.68,1296.0,54.54,223.5,1
H,296.41,306.58,1438.0,42.1,158.5,1
H,298.89,308.15,1661.0,39.55,138.3,0
M,295.95,304.99,1466.0,25.33,113.7,1
M,295.7,304.78,1430.0,37.34,104.2,0
M,295.15,306.59,1442.0,39.69,207.8,0
L,301.52,312.71,1531.0,35.15,116.4,0
M,299.3,308.43,1587.0,41.86,246.1,1
M,297.39,308.67,1509.0,35.25,160.6,0
L,296.96,305.84,1631.0,42.81,45.0,1
L,296.91,308.63,1400.0,37.57,55.8,0
L,298.21,308.09,1393.0,29.51,127.0,0
L,297.89,308.31,1566.0,30.52,87.4,0
L,300.06,310.09,1534.0,32.51,164.4,0
M,298.01,309.09,1455.0,30.37,223.3,0
L,296.86,306.04,1523.0,40.83,215.0,1
M,298.84,309.28,1421.0,27.22,39.0,0
L,294.78,304.77,1329.0,37.76,122.4,0
L,296.16,305.53,1637.0,36.63,194.3,0
H,302.16,311.84,1640.0,57.24,2.4,1
L,295.41,303.92,1529.0,34.54,238.6,1
M,294.65,304.16,1445.0,37.95,201.3,0
L,296.74,306.42,1552.0,51.36,30.3,0
L,297.19,306.45,1688.0,44.53,15.6,0
L,293.32,304.22,1340.0,45.14,116.3,1
L,299.98,309.24,1655.0,42.64,166.3,0
L,300.79,310.07,1568.0,41.95,228.9,1
M,296.9,307.69,1454.0,28.07,45.2,0
L,295.55,306.21,1490.0,30.77,69.0,0
M,295.56,305.31,1474.0,49.33,120.6,0
L,302.29,314.19,1798.0,38.43,247.5,0
M,295.85,306.43,1362.0,40.83,206.5,0
M,300.9,310.89,1608.0,37.34,23.1,0
L,299.8,308.76,1634.0,43.79,164.6,0
H,299.53,309.11,1177.0,53.84,78.6,0
M,298.9,310.25,1619.0,29.36,130.4,0
H,294.11,303.6,1525.0,58.8,42.0,1
H,295.86,305.54,1577.0,59.53,245.8,1
L,298.03,308.95,1597.0,40.33,196.8,0
L,296.98,307.41,1335.0,42.47,227.7,0
L,298.88,307.47,1677.0,27.43,134.7,0
L,297.0,306.06,1503.0,35.78,225.9,1
L,298.43,309.53,1492.0,24.3,89.7,0
L,299.62,308.85,1615.0,50.41,65.9,0
M,296.2,306.78,1195.0,41.27,164.6,0
L,299.66,310.84,1512.0,45.52,103.2,0
L,295.13,304.04,1450.0,27.66,67.0,1
H,296.57,308.11,1516.0,43.39,154.4,0
L,297.45,308.45,1392.0,37.91,41.6,0
L,295.95,304.72,1474.0,51.23,26.5,0
L,297.63,306.56,1539.0,45.98,210.7,0
M,301.81,312.64,1437.0,34.75,164.9,0
H,298.96,309.28,1327.0,47.83,192.3,1
L,297.27,306.98,1507.0,26.56,225.4,0
M,299.24,310.63,1411.0,39.2,29.2,0
L,297.55,308.0,1353.0,55.59,208.4,0
M,297.43,305.79,1649.0,25.51,13.6,0
L,296.62,305.63,1424.0,30.16,222.4,0
L,301.47,311.39,1586.0,22.25,115.3,0
M,300.16,311.16,1440.0,44.74,89.1,0
M,295.61,306.32,1555.0,28.76,229.6,1
H,299.72,309.33,1566.0,22.75,14.3,0
L,295.36,306.89,1547.0,39.6,226.8,1
M,298.3,309.17,1218.0,51.18,82.0,0
L,296.61,306.33,1589.0,48.7,140.8,0
L,296.67,306.91,1536.0,45.49,14.6,0
L,300.42,310.31,1312.0,27.38,14.3,0
H,300.01,311.9,1250.0,35.29,125.3,1
H,296.55,306.2,1399.0,46.17,155.9,0
L,298.49,307.84,1653.0,42.7,146.7,0
L,296.77,307.97,1640.0,38.66,139.5,0
L,297.57,306.77,1489.0,41.52,27.2,1
M,296.04,306.81,1382.0,38.28,222.9,1
M,298.67,309.16,1411.0,43.05,55.3,1
L,299.11,307.54,1473.0,41.54,214.8,0
M,298.96,308.52,1406.0,45.4,102.4,0
M,300.85,310.75,1594.0,51.44,169.3,0
M,302.32,313.36,1561.0,35.95,112.8,0
L,295.66,307.37,1166.0,35.2,226.8,1
M,293.93,302.97,1645.0,29.63,186.4,0
L,298.02,307.86,1734.0,26.07,211.0,1
M,297.16,308.8,1280.0,28.63,35.6,1
H,296.33,305.78,1254.0,38.26,185.7,0
M,295.6,306.49,1335.0,38.35,101.8,0
L,300.42,309.8,1595.0,43.69,128.1,1
L,298.48,308.96,1135.0,36.51,93.3,0
L,297.18,307.0,1329.0,51.15,110.5,0
M,297.47,308.86,1466.0,33.84,17.5,0
L,299.37,308.72,1406.0,28.61,155.4,0
L,297.43,308.6,1683.0,36.69,3.2,0
M,295.39,303.27,1463.0,44.28,18.6,0
H,299.35,309.89,1393.0,52.15,203.2,0
L,295.59,307.37,1464.0,44.89,248.5,1
M,294.19,303.71,1327.0,35.53,74.6,1
H,299.05,308.78,1792.0,40.86,43.7,0
L,296.97,307.22,1523.0,38.74,205.0,1
M,298.61,307.66,1746.0,41.45,20.0,0
H,299.4,309.07,1576.0,29.78,52.6,1
M,300.05,311.2,1516.0,32.92,40.9,0
L,300.46,311.85,1422.0,43.53,71.5,0
H,295.99,306.55,1461.0,39.21,157.7,0
L,298.5,308.28,1429.0,49.63,21.8,1
H,301.5,312.72,1706.0,49.1,65.7,0
H,296.75,307.89,1441.0,27.02,207.3,0
L,295.44,305.23,1713.0,69.58,235.0,1
H,300.56,308.99,1429.0,20.55,18.2,1
M,298.77,308.53,1525.0,39.27,61.0,0
H,295.12,305.29,1632.0,31.82,86.5,0
L,296.01,306.69,1559.0,37.25,58.4,0
H,299.54,307.71,1529.0,38.07,6.8,0
H,297.83,307.65,1559.0,40.55,5.0,1
L,298.95,309.51,1502.0,39.68,193.4,0
L,298.59,309.26,1568.0,51.04,111.5,0
M,299.47,311.23,1651.0,58.42,27.7,0
L,295.88,304.26,1270.0,16.66,217.3,1
L,297.33,306.92,1515.0,50.72,135.9,0
L,299.26,310.13,1465.0,57.33,129.0,0
H,294.35,303.3,1404.0,42.79,25.0,0
M,298.07,307.35,1219.0,44.2,14.7,0
L,300.64,311.82,1489.0,48.69,246.6,0
M,299.34,310.36,1355.0,25.96,185.9,0
M,296.13,305.42,1504.0,29.0,176.0,0
L,298.49,308.79,1542.0,34.84,226.4,0
L,300.31,309.99,1580.0,32.44,168.7,1
L,298.25,308.46,1277.0,58.57,223.0,1
L,297.28,307.85,1741.0,36.36,200.4,0
L,298.93,306.82,1437.0,35.46,152.9,1
L,298.55,309.64,1801.0,44.56,57.2,1
M,297.22,307.4,1194.0,40.2,12.3,0
M,301.27,310.94,1593.0,45.11,195.1,0
M,300.64,312.54,1262.0,36.91,208.4,1
L,298.15,308.92,1464.0,46.25,210.6,0
L,300.86,309.68,1427.0,30.31,101.1,0
L,297.18,306.98,1411.0,38.1,112.0,0
H,302.84,314.11,1305.0,27.86,21.8,0
H,294.47,303.57,1544.0,42.68,229.3,1
L,296.41,306.2,1585.0,39.28,110.4,0
H,299.51,309.11,1262.0,41.0,52.3,1
H,294.45,304.91,1477.0,42.34,10.4,0
H,299.68,310.42,1464.0,51.97,232.7,1
M,296.73,308.01,1611.0,30.76,53.6,0
H,300.28,310.34,1373.0,55.83,30.6,0
L,300.22,310.45,1398.0,49.96,127.5,0
H,298.2,306.47,1462.0,23.84,203.1,1
L,295.7,306.5,1476.0,40.27,163.5,0
L,297.77,308.57,1496.0,34.64,4.5,0
L,300.61,310.43,1523.0,35.71,231.4,1
M,295.31,304.85,1413.0,50.78,142.1,0
M,299.32,308.37,1110.0,39.99,13.4,1
M,298.24,311.32,1633.0,35.59,179.3,0
H,301.37,310.27,1332.0,35.45,44.5,0
H,298.24,309.14,1463.0,41.92,117.5,0
L,297.19,307.68,1279.0,52.73,237.4,1
M,298.02,308.57,1513.0,36.65,111.5,0
H,298.86,309.53,1459.0,49.77,124.1,0
L,297.56,308.35,1415.0,53.59,0.0,1
L,298.62,309.0,1445.0,36.7,96.3,0
M,301.82,313.22,1720.0,37.07,92.8,1
H,298.23,308.4,1586.0,54.26,224.1,1
L,297.89,308.34,1542.0,38.25,245.1,0
M,301.81,312.07,1720.0,12.2,133.9,1
L,298.77,309.26,1497.0,45.58,177.3,0
L,297.52,309.09,1402.0,37.19,174.7,0
M,295.36,303.98,1574.0,14.83,43.8,0
H,298.25,307.9,1331.0,35.03,5.2,0
H,298.18,306.17,1590.0,47.88,162.3,1
M,295.48,306.95,1450.0,14.48,139.7,0
M,302.47,312.68,1538.0,35.16,44.3,0
L,300.74,311.47,1261.0,53.6,69.4,1
H,298.99,308.78,1507.0,36.44,205.8,0
M,297.92,307.37,1275.0,27.35,174.4,1
L,293.8,303.42,1532.0,31.79,242.7,1
L,298.03,307.64,1642.0,43.89,129.7,0
L,298.01,309.18,1475.0,28.55,120.8,0
M,297.66,307.82,1438.0,37.71,19.6,0
L,299.4,308.31,1589.0,41.34,240.5,1
L,298.35,308.88,1587.0,44.97,134.0,0
M,298.47,309.35,1756.0,23.08,62.9,0
L,299.89,309.83,1530.0,28.19,134.5,0
M,294.21,303.94,1359.0,50.29,65.8,0
L,298.27,307.42,1785.0,31.64,227.3,1
L,298.48,308.28,1447.0,48.29,123.5,0
L,296.1,305.85,1819.0,32.03,70.8,0
M,299.85,308.5,1655.0,54.92,249.9,1
L,296.77,305.83,1436.0,53.07,103.4,0
L,300.02,308.98,1759.0,22.97,228.7,1
L,295.59,303.21,1527.0,35.22,152.6,0
L,299.08,309.75,1538.0,64.53,78.7,0
H,300.75,310.65,1644.0,42.82,154.4,1
L,296.1,307.27,1511.0,34.67,48.8,0
M,299.1,308.24,1514.0,33.57,159.9,0
M,295.83,305.53,1493.0,58.05,204.8,0
M,298.98,309.62,1246.0,40.07,65.3,0
L,294.57,304.27,1597.0,20.69,204.4,0
L,299.28,310.04,1470.0,34.38,151.1,0
M,293.06,301.09,1548.0,34.22,101.3,0
L,298.42,308.3,1369.0,35.52,147.6,1
L,296.55,307.33,1553.0,45.51,108.7,0
L,299.11,309.35,1298.0,45.68,105.8,0
M,299.27,310.4,1541.0,36.01,208.8,1
L,297.16,306.31,1424.0,39.91,139.7,0
L,301.15,310.47,1448.0,35.48,189.7,0
L,297.12,306.65,1554.0,44.89,246.2,0
L,294.21,304.0,1324.0,20.33,189.0,0
M,298.83,307.71,1470.0,46.21,167.5,0
L,298.1,308.14,1547.0,32.14,78.6,0
H,294.98,305.21,1352.0,38.22,100.7,0
L,299.25,309.31,1612.0,43.02,80.9,0
L,297.82,307.83,1707.0,43.81,240.5,1
H,297.86,308.39,1658.0,40.56,101.9,0
M,294.08,305.53,1518.0,47.37,117.1,0
L,297.93,308.43,1761.0,40.2,219.1,1
M,297.1,307.24,1524.0,62.11,195.7,1
H,296.94,306.58,1500.0,38.68,225.0,0
L,299.73,311.57,1557.0,32.22,56.9,0
M,301.8,309.79,1419.0,48.32,84.5,0
L,294.5,305.0,1551.0,38.32,153.7,1
H,297.94,306.69,1549.0,43.35,142.8,0
L,297.76,308.31,1651.0,38.59,223.5,0
M,297.53,306.36,1517.0,48.46,87.0,0
M,299.59,310.71,1355.0,39.52,61.4,0
L,299.09,310.99,1373.0,24.5,45.4,0
L,296.46,307.89,1373.0,49.0,138.0,1
L,299.04,309.41,1246.0,35.45,134.0,0
M,298.39,307.95,1577.0,50.04,10.8,0
M,296.85,308.64,1343.0,42.25,118.9,0
M,298.85,308.57,1494.0,39.48,5.5,1
M,299.06,310.71,1857.0,19.92,41.2,0
M,298.84,307.48,1549.0,37.22,208.3,0
L,299.08,309.12,1568.0,20.38,49.8,0
L,297.99,307.91,1430.0,44.03,129.1,0
L,300.29,309.43,1525.0,49.45,147.4,0
L,295.5,306.83,1419.0,32.31,90.3,0
L,298.3,308.86,1639.0,42.08,58.5,0
L,297.66,308.87,1495.0,35.43,210.0,0
M,298.72,308.93,1632.0,36.76,237.5,1
M,295.86,304.65,1516.0,64.37,74.7,1
M,301.41,311.7,1450.0,52.5,123.1,0
M,295.97,305.91,1455.0,31.62,159.5,0
H,299.4,311.44,1636.0,44.48,21.4,0
M,298.72,307.61,1799.0,29.81,183.1,1
L,300.3,308.99,1506.0,42.96,82.1,0
L,293.53,303.91,1523.0,33.39,159.6,0
L,298.81,306.89,1470.0,32.04,46.0,0
M,299.66,308.87,1363.0,51.26,36.3,0
L,298.49,308.31,1380.0,65.74,238.7,1
H,297.56,305.08,1723.0,40.92,181.7,0
H,300.46,310.29,1651.0,35.06,64.5,0
H,297.05,306.64,1562.0,12.63,13.6,0
M,299.56,309.95,1836.0,39.56,139.5,1
M,300.66,311.99,1436.0,33.67,49.0,0
L,295.13,305.15,1329.0,45.87,245.3,1
H,301.13,311.59,1583.0,26.99,18.6,0
H,300.61,308.76,1682.0,50.38,124.6,1
H,296.14,306.79,1534.0,45.3,195.8,0
M,297.39,307.52,1401.0,35.06,74.4,0
L,297.74,306.84,1534.0,44.28,248.4,1
H,295.05,305.35,1549.0,50.75,190.5,0
H,298.79,306.45,1654.0,21.42,16.1,0
M,295.42,304.99,1296.0,37.76,174.8,0
L,300.05,310.27,1460.0,46.12,35.1,0
M,298.39,307.94,1363.0,33.9,63.4,0
L,298.08,305.23,1430.0,29.61,65.1,0
L,301.54,312.49,1186.0,43.42,237.8,1
L,296.52,306.82,1587.0,43.29,64.0,0
L,298.07,307.0,1307.0,37.98,163.7,1
L,299.38,310.48,1693.0,61.31,153.8,1
L,297.81,308.89,1559.0,39.86,59.5,0
M,296.88,307.88,1485.0,55.88,44.8,1
L,299.02,309.06,1458.0,40.96,16.8,0
H,295.81,305.07,1999.0,44.46,210.1,1
L,297.46,308.91,1545.0,23.58,149.1,0
H,295.18,305.84,1351.0,47.14,180.4,0
H,304.19,312.95,1099.0,35.77,248.3,1
L,302.23,313.07,1329.0,55.96,13.9,0
H,298.83,308.25,1769.0,57.33,13.0,1
L,300.97,310.81,1687.0,42.59,120.9,0
L,298.39,307.1,1692.0,47.87,151.9,0
L,298.69,308.62,1317.0,37.26,220.4,1
L,297.4,308.84,1378.0,40.08,65.2,0
M,295.76,306.6,1359.0,30.98,237.8,0
M,295.56,307.24,1376.0,48.41,216.6,1
M,297.95,307.33,1489.0,50.14,60.6,0
L,297.44,308.26,1279.0,50.94,148.9,0
L,298.73,309.65,1169.0,39.93,78.6,1
L,299.34,308.13,1736.0,43.84,208.3,1
M,300.27,309.82,1621.0,35.04,89.9,0
H,298.62,308.39,1781.0,38.49,149.9,1
M,300.14,310.5,1445.0,36.19,8.3,0
L,297.96,306.99,1443.0,33.63,101.3,0
H,301.67,311.32,1337.0,50.02,116.9,0
M,298.78,309.2,1442.0,27.96,169.4,0
M,298.57,309.74,1476.0,50.57,88.6,0
M,300.71,311.22,1283.0,46.14,59.0,0
H,296.21,305.72,1453.0,36.06,76.2,0
H,295.79,305.04,1521.0,43.19,103.4,1
H,298.17,308.47,1507.0,51.56,98.6,0
L,299.89,310.41,1353.0,37.16,214.1,0
L,295.13,305.09,1361.0,50.53,3.4,0
M,297.0,307.08,1420.0,44.21,235.6,1
L,299.85,309.77,1830.0,39.54,35.8,0
H,297.74,308.5,1472.0,70.99,161.9,0
M,297.38,307.18,1508.0,50.56,147.7,0
H,296.17,306.0,1630.0,13.55,213.5,1
M,299.26,307.9,1221.0,49.69,52.5,1
L,300.83,310.29,1531.0,46.47,15.8,0
M,300.6,308.94,1525.0,21.9,128.3,0
M,299.93,310.83,1494.0,36.03,137.7,0
L,300.34,311.22,1422.0,53.66,91.5,0
L,300.95,310.6,1509.0,44.16,129.0,0
M,300.22,310.8,1220.0,43.61,129.5,0
M,298.78,309.39,1074.0,38.62,164.3,0
L,294.43,304.26,1544.0,44.54,186.0,0
H,297.7,309.16,1593.0,39.31,50.3,0
L,300.07,310.28,1553.0,26.5,32.4,0
L,298.21,306.8,1580.0,35.9,229.0,0
M,295.9,304.85,1415.0,22.98,222.6,0
M,298.97,310.49,1459.0,56.33,28.0,1
L,296.33,307.06,1513.0,35.27,175.4,0
L,297.05,306.97,1646.0,27.53,10.0,0
H,298.44,307.65,1552.0,56.17,75.7,0
M,295.1,305.86,1356.0,41.16,247.1,0
H,297.85,306.63,1128.0,38.3,126.5,1
M,300.29,310.55,1387.0,33.6,204.2,0
L,295.49,305.51,1510.0,53.93,221.8,1
L,300.11,310.48,1210.0,51.2,9.3,1
L,297.14,307.17,1361.0,22.28,59.6,0
L,296.65,306.7,1412.0,34.16,178.1,1
M,295.86,305.73,1350.0,47.96,96.0,0
H,296.26,306.14,1252.0,43.27,142.8,0
H,297.14,307.94,1454.0,47.92,69.6,0
L,296.02,305.33,1360.0,30.28,136.5,0
M,301.81,312.93,1507.0,36.37,239.9,1
M,297.92,308.88,1433.0,47.21,196.8,0
H,300.5,309.27,1496.0,27.88,166.5,0
M,301.0,310.75,1774.0,34.69,231.3,1
M,299.31,309.91,1576.0,48.65,225.4,0
M,302.48,312.08,1296.0,62.76,68.2,1
M,298.57,307.42,1515.0,47.92,148.9,0
L,299.6,310.34,1383.0,18.84,19.9,1
H,299.75,309.65,1518.0,18.6,123.6,0
L,300.87,311.35,1623.0,33.85,36.3,0
L,295.38,305.62,1618.0,47.34,170.6,0
L,296.99,308.37,1444.0,51.52,155.6,0
L,299.08,309.74,1466.0,50.02,36.3,0
M,299.76,309.0,1588.0,32.25,136.3,0
L,299.74,309.12,1313.0,38.05,77.8,0
L,296.53,307.66,1430.0,28.06,228.2,0
L,297.77,307.72,1434.0,49.53,13.5,0
L,297.78,306.48,1394.0,44.04,56.9,0
L,298.96,307.94,1434.0,48.15,49.6,0
L,296.83,306.44,1513.0,34.64,64.3,0
L,296.52,305.47,1354.0,43.8,198.2,0
L,297.39,307.55,1681.0,53.47,179.3,0
H,294.66,304.25,1485.0,53.17,235.2,1
H,298.07,309.33,1700.0,41.92,153.7,0
L,296.63,306.95,1460.0,51.15,211.5,0
H,295.27,307.28,1338.0,31.51,58.1,0
M,300.8,311.84,1433.0,64.08,174.5,0
L,298.76,309.01,1330.0,37.96,248.3,1
H,297.49,307.6,1644.0,32.04,245.7,1
L,297.19,307.91,1434.0,44.42,212.4,1
M,301.44,309.28,1531.0,29.14,190.6,0
L,295.2,304.77,1549.0,20.55,243.7,1
L,296.25,306.89,1608.0,37.88,13.6,0
H,299.17,312.0,1578.0,51.55,87.5,1
H,297.03,308.8,1338.0,41.36,199.3,0
L,298.03,308.15,1579.0,30.36,48.0,0
L,299.29,308.5,1507.0,40.71,37.6,0
M,294.55,304.8,1473.0,47.14,130.9,1
H,297.14,308.62,1222.0,31.05,220.9,1
L,295.78,305.79,1467.0,37.89,53.2,0
H,297.1,304.94,1478.0,34.52,54.4,0
M,297.41,306.62,1593.0,54.45,84.9,1
H,295.91,305.52,1456.0,50.39,198.3,0
L,295.48,307.17,1410.0,30.3,89.9,0
H,298.4,307.61,1669.0,48.15,171.7,1
L,296.78,307.46,1318.0,44.61,238.5,1
M,299.92,310.2,1371.0,35.27,198.8,0
L,296.02,304.74,1450.0,35.97,210.2,0
M,301.64,310.95,1363.0,50.75,249.8,1
L,294.11,304.92,1820.0,50.39,175.3,1
