current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
165.6,23.81,10.97,5.45,0.359,15.2,1.0,8.0,Aluminum,0
168.7,23.33,5.44,4.9,0.724,13.8,0.3,6.0,Aluminum,0
188.5,25.84,7.95,6.2,0.613,23.4,0.61,10.0,Carbon,0
151.0,22.97,6.32,4.81,0.548,17.4,0.97,10.0,Aluminum,1
215.4,23.81,10.06,5.88,0.51,25.6,1.21,12.0,Carbon,1
156.7,21.99,6.64,3.62,0.519,19.4,0.45,3.0,Stainless,0
216.7,26.1,8.02,5.85,0.705,14.4,1.7,10.0,Aluminum,0
217.3,24.12,3.0,6.2,1.747,15.2,0.56,10.0,Stainless,0
187.3,25.32,8.02,5.39,0.591,17.7,0.86,16.0,Stainless,0
184.0,22.2,9.58,4.9,0.426,13.6,0.31,8.0,Stainless,0
202.2,22.0,8.27,6.07,0.538,16.9,2.43,6.0,Stainless,0
167.2,24.71,9.0,5.56,0.459,14.4,0.81,3.0,Stainless,0
217.5,24.97,9.96,6.84,0.545,17.2,0.99,10.0,Aluminum,1
215.3,25.11,8.85,6.59,0.611,18.8,1.09,8.0,Carbon,1
196.7,24.37,10.4,6.32,0.461,10.4,0.64,16.0,Aluminum,1
238.7,24.54,6.48,6.38,0.904,13.4,0.81,5.0,Carbon,0
200.6,24.34,8.38,5.98,0.583,17.0,0.26,16.0,Stainless,0
149.6,22.05,6.96,5.02,0.474,16.6,0.27,10.0,Carbon,0
197.6,24.34,9.43,5.92,0.51,12.6,0.5,16.0,Carbon,0
148.4,22.28,8.06,5.07,0.41,18.5,1.06,10.0,Carbon,0
184.4,23.17,4.3,5.44,0.994,18.9,0.81,16.0,Carbon,0
182.7,23.83,10.35,5.55,0.42,18.7,0.59,5.0,Aluminum,0
140.0,22.29,6.86,4.81,0.455,14.9,0.6,10.0,Stainless,0
203.0,23.33,10.84,6.68,0.437,9.8,0.7,8.0,Carbon,0
197.2,22.42,8.9,5.29,0.497,12.7,1.23,12.0,Carbon,0
231.7,24.63,12.47,6.09,0.458,16.0,0.19,6.0,Stainless,0
245.0,23.95,6.61,7.6,0.888,13.3,0.97,8.0,Aluminum,1
178.2,24.67,8.26,5.47,0.533,17.9,0.37,10.0,Carbon,1
102.4,21.88,8.38,2.4,0.267,16.3,0.61,16.0,Carbon,0
205.0,22.3,5.9,5.66,0.774,7.1,0.48,16.0,Stainless,1
168.3,22.48,6.29,5.58,0.601,15.3,1.04,16.0,Carbon,0
205.4,25.39,9.1,7.08,0.573,11.0,0.71,12.0,Carbon,0
197.1,21.82,7.74,5.07,0.555,14.9,1.09,8.0,Carbon,1
204.8,23.48,11.58,6.32,0.415,13.6,1.34,12.0,Carbon,0
196.0,23.33,4.42,5.82,1.034,16.4,0.48,8.0,Carbon,0
166.8,24.72,8.51,5.12,0.484,20.4,0.79,5.0,Carbon,0
164.1,21.97,8.22,4.24,0.438,14.6,0.93,16.0,Aluminum,0
166.3,24.67,5.77,4.58,0.711,19.0,0.65,10.0,Stainless,0
196.9,24.25,6.81,6.3,0.701,13.0,1.31,3.0,Stainless,1
164.1,21.47,7.25,6.28,0.486,14.5,1.49,5.0,Aluminum,1
186.6,23.1,8.83,5.27,0.488,14.0,1.31,6.0,Carbon,0
132.2,21.9,8.41,4.14,0.344,11.6,0.92,12.0,Aluminum,0
178.8,24.45,5.12,4.22,0.854,18.5,0.25,6.0,Stainless,0
201.6,25.84,9.68,6.6,0.538,15.8,1.01,8.0,Carbon,0
197.9,23.1,7.76,5.36,0.589,9.6,0.47,12.0,Stainless,0
152.2,22.13,9.66,4.71,0.349,16.5,1.71,16.0,Carbon,1
186.3,23.58,8.15,6.68,0.539,15.7,0.52,5.0,Stainless,1
189.2,19.71,8.9,5.83,0.419,19.2,0.32,10.0,Aluminum,1
134.9,21.95,4.51,4.0,0.656,12.3,1.5,3.0,Carbon,1
191.0,25.49,7.26,5.39,0.67,13.4,0.23,6.0,Stainless,0
180.0,23.88,5.39,5.91,0.798,16.0,0.49,6.0,Aluminum,1
185.2,25.46,6.07,5.63,0.776,11.5,0.46,10.0,Carbon,0
178.5,25.26,10.34,6.15,0.436,20.3,0.35,10.0,Carbon,0
173.3,24.46,6.3,5.01,0.673,24.9,0.11,10.0,Carbon,1
221.2,25.71,9.11,6.82,0.624,18.1,0.51,8.0,Carbon,0
206.8,23.51,9.31,6.17,0.522,17.2,0.17,10.0,Carbon,1
220.4,23.63,6.38,6.06,0.816,17.2,0.27,12.0,Carbon,0
205.6,23.3,5.57,6.6,0.861,14.8,0.89,3.0,Carbon,0
221.8,25.7,3.89,5.53,1.467,21.2,0.37,3.0,Stainless,0
163.9,24.2,10.65,4.2,0.372,14.5,0.94,12.0,Carbon,0
183.5,22.04,9.5,5.15,0.426,22.1,0.58,12.0,Carbon,0
188.7,25.4,9.65,5.46,0.497,20.1,0.58,6.0,Carbon,0
201.7,23.49,9.23,7.51,0.514,18.5,0.22,6.0,Stainless,0
182.0,22.71,9.25,4.65,0.447,12.1,0.97,3.0,Carbon,0
227.9,23.89,10.37,6.89,0.525,19.2,0.63,10.0,Carbon,0
229.9,22.94,10.01,6.37,0.527,17.5,0.34,8.0,Stainless,0
189.5,24.58,5.72,5.97,0.814,18.2,0.52,8.0,Carbon,0
173.5,22.73,5.61,4.89,0.703,19.9,1.17,8.0,Carbon,0
173.2,25.03,3.19,5.44,1.36,19.3,0.22,5.0,Carbon,0
195.6,25.33,9.41,4.92,0.526,17.2,0.3,3.0,Aluminum,0
165.4,22.74,7.5,4.86,0.502,15.7,1.28,10.0,Carbon,0
190.4,22.83,6.41,5.7,0.678,10.8,0.42,6.0,Stainless,0
178.6,23.12,5.44,5.2,0.759,22.5,0.77,6.0,Stainless,0
224.4,24.25,8.74,7.04,0.623,17.6,0.62,6.0,Carbon,0
169.0,21.51,9.47,5.88,0.384,13.9,0.48,5.0,Carbon,0
224.9,23.97,3.0,6.8,1.797,13.5,0.34,3.0,Aluminum,0
133.4,23.13,10.57,4.35,0.292,10.8,1.72,6.0,Aluminum,1
139.7,22.73,7.88,3.71,0.403,12.6,0.29,3.0,Stainless,0
227.5,25.58,9.72,5.67,0.599,18.8,0.58,8.0,Carbon,0
201.0,24.72,7.02,4.94,0.708,19.6,0.46,6.0,Carbon,0
154.8,23.64,3.44,4.36,1.064,19.5,0.76,16.0,Carbon,0
195.4,25.05,7.81,5.75,0.627,13.1,0.26,10.0,Carbon,1
188.2,23.88,7.07,5.24,0.636,14.8,0.99,8.0,Stainless,1
141.5,20.9,9.58,4.51,0.309,11.7,0.12,16.0,Carbon,0
170.3,22.83,6.9,4.53,0.564,16.8,0.51,6.0,Carbon,0
185.1,23.83,5.56,5.64,0.793,17.2,1.87,10.0,Aluminum,0
191.6,22.47,6.35,6.1,0.678,17.4,0.76,6.0,Carbon,0
140.1,21.62,9.64,4.22,0.314,13.0,0.72,5.0,Carbon,0
147.9,23.54,6.02,3.65,0.578,16.9,0.45,3.0,Carbon,0
213.9,23.9,4.55,6.76,1.124,16.0,1.15,16.0,Stainless,0
176.3,24.65,7.98,5.63,0.544,13.5,0.19,3.0,Stainless,0
188.5,22.99,6.04,5.57,0.718,17.2,0.31,12.0,Stainless,0
191.4,23.6,7.3,5.54,0.619,15.1,0.72,16.0,Carbon,0
242.1,25.23,11.85,8.34,0.515,17.4,0.25,10.0,Carbon,0
193.9,25.48,4.7,5.86,1.05,19.0,0.71,10.0,Aluminum,0
161.5,22.15,6.04,5.29,0.592,14.5,2.19,3.0,Carbon,1
264.0,26.88,6.48,7.67,1.095,18.4,0.51,16.0,Stainless,0
199.5,23.6,6.79,6.09,0.693,18.9,0.82,5.0,Aluminum,0
182.7,24.17,5.4,6.27,0.817,15.1,1.18,8.0,Stainless,0
152.4,22.8,6.74,4.0,0.515,18.6,0.06,3.0,Aluminum,0
187.1,22.51,6.5,6.3,0.648,15.8,1.62,8.0,Carbon,0
163.7,22.11,10.48,4.7,0.345,16.7,0.27,16.0,Carbon,0
229.5,27.5,6.24,6.88,1.011,12.6,0.8,10.0,Carbon,0
208.1,24.24,10.75,5.68,0.469,18.5,0.48,12.0,Carbon,1
184.0,22.87,7.56,4.52,0.556,13.1,0.29,5.0,Carbon,0
202.9,26.81,7.85,6.05,0.693,16.4,1.47,12.0,Carbon,1
214.5,25.47,9.13,5.85,0.598,16.0,1.25,5.0,Carbon,0
173.0,23.32,10.05,3.73,0.402,16.9,0.63,5.0,Stainless,1
146.3,20.66,5.76,4.75,0.525,16.9,1.29,8.0,Aluminum,0
237.9,25.08,6.61,6.31,0.903,16.2,0.84,8.0,Stainless,0
196.3,23.45,7.02,5.58,0.655,17.2,0.43,5.0,Stainless,0
182.6,23.17,8.85,5.96,0.478,14.7,2.54,10.0,Carbon,0
219.5,24.41,11.17,7.07,0.48,16.4,0.2,8.0,Stainless,0
263.0,24.07,7.64,7.98,0.828,20.2,0.07,8.0,Carbon,0
184.3,24.08,6.92,5.08,0.641,12.6,2.1,5.0,Carbon,1
181.5,24.08,9.59,4.66,0.456,13.2,0.42,8.0,Carbon,0
172.0,24.71,11.43,4.67,0.372,18.8,0.39,3.0,Stainless,0
